1, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
322, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 5, 2, 3
323, taiga, minecraft:taiga, CREATURE, minecraft:fox, 8, 2, 4
324, taiga, minecraft:taiga, CREATURE, finsandtails:wherble, 5, 2, 6
325, taiga, minecraft:taiga, CREATURE, balloonbox:balloon, 5, 1, 1
326, taiga, minecraft:taiga, CREATURE, ars_nouveau:drygmy, 5, 1, 2
327, taiga, minecraft:taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
328, taiga, minecraft:taiga, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
329, taiga, minecraft:taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
330, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
331, taiga, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
332, taiga, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
333, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
334, taiga, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
335, taiga, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
336, taiga, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
337, taiga, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
338, taiga, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
339, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:snowy_creeper, 75, 2, 2
340, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
341, taiga, minecraft:snowy_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
342, taiga, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 8, 4, 4
343, taiga, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
344, taiga, minecraft:snowy_taiga, CREATURE, minecraft:fox, 8, 2, 4
345, taiga, minecraft:snowy_taiga, CREATURE, finsandtails:wherble, 5, 2, 6
346, taiga, minecraft:snowy_taiga, CREATURE, balloonbox:balloon, 5, 1, 1
347, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:drygmy, 5, 1, 2
348, taiga, minecraft:snowy_taiga, CREATURE, cnb:yeti, 5, 2, 3
349, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
350, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
351, taiga, minecraft:snowy_taiga, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
352, taiga, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
353, taiga, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
354, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
355, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
356, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
357, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
358, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
359, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
360, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
361, savanna, minecraft:savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
362, savanna, minecraft:savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
363, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
364, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
365, savanna, minecraft:savanna, CREATURE, balloonbox:balloon, 5, 1, 1
366, savanna, minecraft:savanna, CREATURE, ars_nouveau:drygmy, 5, 1, 2
367, savanna, minecraft:savanna, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
368, savanna, minecraft:savanna, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
369, savanna, minecraft:savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
370, savanna, minecraft:savanna, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
371, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
372, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
373, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
374, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
375, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 5, 1, 1
376, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
377, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
378, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 4
379, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
380, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
381, savanna, minecraft:savanna_plateau, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
382, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 5, 2, 6
383, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 5, 1, 1
384, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 8, 4, 4
385, savanna, minecraft:savanna_plateau, CREATURE, balloonbox:balloon, 5, 1, 1
386, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:drygmy, 5, 1, 2
387, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
388, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
389, savanna, minecraft:savanna_plateau, CREATURE, friendsandfoes:mauler, 32, 1, 1
390, savanna, minecraft:savanna_plateau, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
391, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
392, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
393, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
394, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
395, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
396, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
397, none, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
398, none, minecraft:windswept_hills, MONSTER, minecraft:enderman, 5, 1, 4
399, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
400, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
401, none, minecraft:windswept_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
402, none, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
403, none, minecraft:windswept_hills, CREATURE, finsandtails:siderol_whiskered_snail, 5, 1, 2
404, none, minecraft:windswept_hills, CREATURE, balloonbox:balloon, 5, 1, 1
405, none, minecraft:windswept_hills, CREATURE, ars_nouveau:drygmy, 5, 1, 2
406, none, minecraft:windswept_hills, CREATURE, environmental:yak, 8, 2, 4
407, none, minecraft:windswept_hills, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
408, none, minecraft:windswept_hills, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
409, none, minecraft:windswept_hills, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
410, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
411, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
412, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
413, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
414, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
415, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
416, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
417, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 5, 1, 4
418, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
419, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
420, none, minecraft:windswept_gravelly_hills, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
421, none, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
422, none, minecraft:windswept_gravelly_hills, CREATURE, finsandtails:siderol_whiskered_snail, 5, 1, 2
423, none, minecraft:windswept_gravelly_hills, CREATURE, balloonbox:balloon, 5, 1, 1
424, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:drygmy, 5, 1, 2
425, none, minecraft:windswept_gravelly_hills, CREATURE, environmental:yak, 8, 2, 4
426, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
427, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
428, none, minecraft:windswept_gravelly_hills, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
429, none, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
430, none, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
431, none, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
432, none, minecraft:windswept_forest, MONSTER, minecraft:zombie, 80, 4, 4
433, none, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
434, none, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
435, none, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
436, none, minecraft:windswept_forest, MONSTER, minecraft:enderman, 5, 1, 4
437, none, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
438, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
439, none, minecraft:windswept_forest, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
440, none, minecraft:windswept_forest, CREATURE, minecraft:llama, 5, 4, 6
441, none, minecraft:windswept_forest, CREATURE, finsandtails:siderol_whiskered_snail, 5, 1, 2
442, none, minecraft:windswept_forest, CREATURE, balloonbox:balloon, 5, 1, 1
443, none, minecraft:windswept_forest, CREATURE, ars_nouveau:drygmy, 5, 1, 2
444, none, minecraft:windswept_forest, CREATURE, environmental:yak, 8, 2, 4
445, none, minecraft:windswept_forest, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
446, none, minecraft:windswept_forest, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
447, none, minecraft:windswept_forest, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
448, none, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
449, none, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
450, savanna, minecraft:windswept_savanna, MONSTER, minecraft:spider, 80, 4, 4
451, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 80, 4, 4
452, savanna, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
453, savanna, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
454, savanna, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
455, savanna, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 5, 1, 4
456, savanna, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
457, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
458, savanna, minecraft:windswept_savanna, MONSTER, creeperoverhaul:savannah_creeper, 75, 2, 2
459, savanna, minecraft:windswept_savanna, CREATURE, minecraft:horse, 5, 2, 6
460, savanna, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 5, 1, 1
461, savanna, minecraft:windswept_savanna, CREATURE, balloonbox:balloon, 5, 1, 1
462, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:drygmy, 5, 1, 2
463, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
464, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
465, savanna, minecraft:windswept_savanna, CREATURE, friendsandfoes:mauler, 32, 1, 1
466, savanna, minecraft:windswept_savanna, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
467, savanna, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
468, savanna, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
469, jungle, minecraft:jungle, MONSTER, minecraft:spider, 80, 4, 4
470, jungle, minecraft:jungle, MONSTER, minecraft:zombie, 80, 4, 4
471, jungle, minecraft:jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
472, jungle, minecraft:jungle, MONSTER, minecraft:skeleton, 80, 4, 4
473, jungle, minecraft:jungle, MONSTER, minecraft:slime, 80, 4, 4
474, jungle, minecraft:jungle, MONSTER, minecraft:enderman, 5, 1, 4
475, jungle, minecraft:jungle, MONSTER, minecraft:witch, 5, 1, 1
476, jungle, minecraft:jungle, MONSTER, minecraft:ocelot, 5, 1, 3
477, jungle, minecraft:jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
478, jungle, minecraft:jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
479, jungle, minecraft:jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
480, jungle, minecraft:jungle, CREATURE, minecraft:parrot, 40, 1, 2
481, jungle, minecraft:jungle, CREATURE, minecraft:panda, 5, 1, 2
482, jungle, minecraft:jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
483, jungle, minecraft:jungle, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
484, jungle, minecraft:jungle, CREATURE, balloonbox:balloon, 5, 1, 1
485, jungle, minecraft:jungle, CREATURE, ars_nouveau:drygmy, 5, 1, 2
486, jungle, minecraft:jungle, CREATURE, cnb:lizard, 30, 1, 4
487, jungle, minecraft:jungle, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
488, jungle, minecraft:jungle, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
489, jungle, minecraft:jungle, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
490, jungle, minecraft:jungle, AMBIENT, minecraft:bat, 10, 8, 8
491, jungle, minecraft:jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
492, jungle, minecraft:jungle, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
493, jungle, minecraft:jungle, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
494, jungle, minecraft:sparse_jungle, MONSTER, minecraft:spider, 80, 4, 4
495, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie, 80, 4, 4
496, jungle, minecraft:sparse_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
497, jungle, minecraft:sparse_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
498, jungle, minecraft:sparse_jungle, MONSTER, minecraft:slime, 80, 4, 4
499, jungle, minecraft:sparse_jungle, MONSTER, minecraft:enderman, 5, 1, 4
500, jungle, minecraft:sparse_jungle, MONSTER, minecraft:witch, 5, 1, 1
501, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
502, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
503, jungle, minecraft:sparse_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
504, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
505, jungle, minecraft:sparse_jungle, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
506, jungle, minecraft:sparse_jungle, CREATURE, balloonbox:balloon, 5, 1, 1
507, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:drygmy, 5, 1, 2
508, jungle, minecraft:sparse_jungle, CREATURE, cnb:lizard, 30, 1, 4
509, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
510, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
511, jungle, minecraft:sparse_jungle, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
512, jungle, minecraft:sparse_jungle, AMBIENT, minecraft:bat, 10, 8, 8
513, jungle, minecraft:sparse_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
514, jungle, minecraft:sparse_jungle, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
515, jungle, minecraft:sparse_jungle, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
516, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:spider, 80, 4, 4
517, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie, 80, 4, 4
518, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
519, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
520, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:slime, 80, 4, 4
521, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:enderman, 5, 1, 4
522, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:witch, 5, 1, 1
523, jungle, minecraft:bamboo_jungle, MONSTER, minecraft:ocelot, 5, 1, 1
524, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
525, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
526, jungle, minecraft:bamboo_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
527, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:parrot, 40, 1, 2
528, jungle, minecraft:bamboo_jungle, CREATURE, minecraft:panda, 80, 1, 2
529, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:leaf_insect, 12, 1, 1
530, jungle, minecraft:bamboo_jungle, CREATURE, crittersandcompanions:red_panda, 8, 1, 2
531, jungle, minecraft:bamboo_jungle, CREATURE, balloonbox:balloon, 5, 1, 1
532, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:drygmy, 5, 1, 2
533, jungle, minecraft:bamboo_jungle, CREATURE, cnb:lizard, 30, 1, 4
534, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
535, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
536, jungle, minecraft:bamboo_jungle, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
537, jungle, minecraft:bamboo_jungle, AMBIENT, minecraft:bat, 10, 8, 8
538, jungle, minecraft:bamboo_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
539, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, finsandtails:pea_wee, 5, 1, 3
540, jungle, minecraft:bamboo_jungle, WATER_AMBIENT, finsandtails:vibra_wee, 5, 2, 5
541, badlands, minecraft:badlands, MONSTER, minecraft:spider, 80, 4, 4
542, badlands, minecraft:badlands, MONSTER, minecraft:zombie, 80, 4, 4
543, badlands, minecraft:badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
544, badlands, minecraft:badlands, MONSTER, minecraft:skeleton, 80, 4, 4
545, badlands, minecraft:badlands, MONSTER, minecraft:slime, 80, 4, 4
546, badlands, minecraft:badlands, MONSTER, minecraft:enderman, 5, 1, 4
547, badlands, minecraft:badlands, MONSTER, minecraft:witch, 5, 1, 1
548, badlands, minecraft:badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
549, badlands, minecraft:badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
550, badlands, minecraft:badlands, CREATURE, cnb:cactem, 5, 6, 12
551, badlands, minecraft:badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
552, badlands, minecraft:badlands, CREATURE, balloonbox:balloon, 5, 1, 1
553, badlands, minecraft:badlands, CREATURE, ars_nouveau:drygmy, 5, 1, 2
554, badlands, minecraft:badlands, CREATURE, cnb:lizard, 15, 1, 4
555, badlands, minecraft:badlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
556, badlands, minecraft:badlands, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
557, badlands, minecraft:badlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
558, badlands, minecraft:badlands, AMBIENT, minecraft:bat, 10, 8, 8
559, badlands, minecraft:badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
560, badlands, minecraft:eroded_badlands, MONSTER, minecraft:spider, 80, 4, 4
561, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
562, badlands, minecraft:eroded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
563, badlands, minecraft:eroded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
564, badlands, minecraft:eroded_badlands, MONSTER, minecraft:slime, 80, 4, 4
565, badlands, minecraft:eroded_badlands, MONSTER, minecraft:enderman, 5, 1, 4
566, badlands, minecraft:eroded_badlands, MONSTER, minecraft:witch, 5, 1, 1
567, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
568, badlands, minecraft:eroded_badlands, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
569, badlands, minecraft:eroded_badlands, CREATURE, cnb:cactem, 5, 6, 12
570, badlands, minecraft:eroded_badlands, CREATURE, friendsandfoes:mauler, 16, 1, 1
571, badlands, minecraft:eroded_badlands, CREATURE, balloonbox:balloon, 5, 1, 1
572, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:drygmy, 5, 1, 2
573, badlands, minecraft:eroded_badlands, CREATURE, cnb:lizard, 15, 1, 4
574, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:starbuncle, 5, 1, 2
575, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:gift_starby, 5, 1, 1
576, badlands, minecraft:eroded_badlands, CREATURE, ars_nouveau:whirlisprig, 5, 1, 2
577, badlands, minecraft:eroded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
578, badlands, minecraft:eroded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
579, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
580, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
581, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
582, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
583, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
